# sent_id = aa_000
# text = T'ad faagail bee ec oaieyn ny merriu.
1-2	T'ad	_	_	_	_	_	_	_	
3	uss	oo	PRON	_	_	2	fixed	_	
4	mie	mie	ADJ	_	_	1	xcomp:pred	_	maith
5	as	as	CCONJ	_	_	6	cc	_	agus
6	graysoil	graysoil	ADJ	_	_	4	conj	_	grástúil
7	:	:	PUNCT	_	_	9	punct	_	:
8	O	o	INTJ	_	_	9	discourse	_	Ó
9	ynsee	ynsee	VERB	_	Mood=Imp|Number=Sing|Person=2	1	parataxis	_	múin
10-11	dou	_	_	_	_	_	_	_	
10	da	da	ADP	_	_	11	case	_	dom
11	mee	mee	PRON	_	_	9	obl	_	
12	dty	dty	DET	_	Number=Sing|Person=2|Poss=Yes	13	nmod:poss	_	do
13	lattyssyn	slattys	NOUN	_	_	9	obj	_	reachtanna
14	.	.	PUNCT	_	_	1	punct	_	.

# sent_id = aa_154
# text = Shoh'n Benaiah cheddin va ny ard-er as erskyn ny jeih as feed, as ayns y choorse echeysyn va Ammizabad e vac.
# text_ga = Ba é an Banáiá seo curadh an tríochad, agus ba é a bhí i gceannas an tríochad agus a roinne. Aimízeábád a mhac.
# text_en = This is that Benaiah, who was mighty among the thirty, and above the thirty: and in his course was Ammizabad his son.
1-2	Shoh'n	_	_	_	_	_	_	_	
1	Shoh	shoh	PRON	_	_	0	root	_	Seo é an
2	'n	yn	DET	_	_	3	det	_	
3	Benaiah	Benaiah	PROPN	_	_	1	nsubj	_	Banáiá
4	cheddin	cheddin	ADJ	_	_	3	amod	_	céanna
5	va	bee	VERB	_	Mood=Ind|Tense=Past	3	acl:relcl	_	a bhí
6	ny	ny	DET	_	Gender=Masc|Number=Sing|Person=3|Poss=Yes	7	nmod:poss	_	ina
7	ard-er	ard-er	NOUN	_	_	5	xcomp:pred	_	thaoiseach
8	as	as	CCONJ	_	_	11	cc	_	agus
9	erskyn	erskyn	ADP	_	_	11	case	_	os cionn
10	ny	ny	DET	_	_	11	det	_	na
11	jeih	jeih	NUM	_	_	7	conj	_	deich
12	as	as	CCONJ	_	_	13	cc	_	agus
13	feed	feed	NUM	_	_	11	conj	_	fiche
14	,	,	PUNCT	_	_	15	punct	_	,
15	as	as	CCONJ	_	_	18	cc	_	agus
16	ayns	ayns	ADP	_	_	18	case	_	sa
17	y	yn	DET	_	_	18	det	_	
18	choorse	coorse	NOUN	_	_	1	conj	_	chúrsa
19-20	echeysyn	_	_	_	_	_	_	_	
19	ec	ec	ADP	_	_	20	case	_	aigesean
20	eshyn	eh	PRON	_	_	18	nmod	_	
21	va	bee	VERB	_	Mood=Ind|Tense=Past	18	csubj:cleft	_	bhí
22	Ammizabad	Ammizabad	PROPN	_	_	21	nsubj	_	Ammizabad
23	e	e	DET	_	Gender=Masc|Number=Sing|Person=3|Poss=Yes	24	nmod:poss	_	a
24	vac	mac	NOUN	_	_	22	appos	_	mhac
25	.	.	PUNCT	_	_	1	punct	_	.

# sent_id = aa_155
# text = Shen-y-fa cha beem's meerioosagh dy chur shiu ayns cooinaghtyn kinjagh jeh ny reddyn shoh, ga dy vel fys eu orroo, as dy vel shiu er ve er ny hickyraghey 'syn irriney ta shin loayrt jeh.
# text_ga = Tá sé ar intinn agam, dá bhrí sin, a bheith ag cur na nithe seo de shíor i gcuimhne daoibh, cé go bhfuil sibh eolach orthu agus go bhfuil sibh daingnithe san fhírinne atá agaibh.
# text_en = Wherefore I will not be negligent to put you always in remembrance of these things, though ye know them, and be established in the present truth.
1-3	Shen-y-fa	_	_	_	_	_	_	_	
1	Shen	shen	PRON	_	_	0	root	_	Dá bhrí sin
2	y	yn	DET	_	_	3	det	_	
3	fa	fa	NOUN	_	_	1	nsubj	_	
4	cha	cha	PART	_	_	5	mark	_	ní
5	beem's	bee	VERB	_	Mood=Ind|Number=Sing|Person=1|Tense=Fut	3	acl	_	bheidh mé
6	meerioosagh	meerioosagh	ADJ	_	_	5	xcomp:pred	_	mí-aireach
7	dy	dy	ADP	_	_	8	case	_	le tabhairt
8	chur	cur	NOUN	_	_	5	xcomp	_	
9	shiu	shiu	PRON	_	_	8	obj	_	sibh
10	ayns	ayns	ADP	_	_	11	case	_	i
11	cooinaghtyn	cooinaghtyn	NOUN	_	_	8	obl	_	cuimhneamh
12	kinjagh	kinjagh	ADV	_	_	8	advmod	_	i gcónaí
13	jeh	jeh	ADP	_	_	15	case	_	de
14	ny	ny	DET	_	_	15	det	_	na
15	reddyn	red	NOUN	_	_	8	obl	_	rudaí
16	shoh	shoh	DET	_	_	15	det	_	seo
17	,	,	PUNCT	_	_	20	punct	_	,
18	ga	ga	SCONJ	_	_	20	mark	_	cé go bhfuil
19	dy	dy	PART	_	_	20	mark	_	
20	vel	bee	VERB	_	Mood=Ind|Tense=Pres	5	advcl	_	
21	fys	fys	NOUN	_	_	20	nsubj	_	fios
22-23	eu	_	_	_	_	_	_	_	
22	ec	ec	ADP	_	_	23	case	_	agaibh
23	shiu	shiu	PRON	_	_	20	xcomp:pred	_	
24-25	orroo	_	_	_	_	_	_	_	
24	er	er	ADP	_	_	25	case	_	orthu
25	ad	ad	PRON	_	_	20	obl	_	
26	,	,	PUNCT	_	_	29	punct	_	,
27	as	as	CCONJ	_	_	29	cc	_	agus
28	dy	dy	PART	_	_	29	mark	_	go bhfuil
29	vel	bee	VERB	_	Mood=Ind|Tense=Pres	20	conj	_	
30	shiu	shiu	PRON	_	_	29	nsubj	_	sibh
31	er	er	ADP	_	_	32	case	_	tar éis a bheith á
32	ve	ve	NOUN	_	_	29	xcomp	_	
33	er	er	ADP	_	_	35	case	_	
34	ny	ny	DET	_	Gender=Masc|Number=Sing|Person=3|Poss=Yes	35	nmod:poss	_	
35	hickyraghey	shickyraghey	NOUN	_	_	32	xcomp	_	dhaingniú
36-37	'syn	_	_	_	_	_	_	_	
36	ayns	ayns	ADP	_	_	38	case	_	san
37	yn	yn	DET	_	_	38	det	_	
38	irriney	firriney	NOUN	_	_	35	obl	_	fhírinne
39	ta	bee	VERB	_	Mood=Ind|Tense=Pres	38	acl:relcl	_	táimid
40	shin	shin	PRON	_	_	39	nsubj	_	
41	loayrt	loayrt	NOUN	_	_	39	xcomp	_	ag labhairt
42-43	jeh	_	_	_	_	_	_	_	
42	jeh	jeh	ADP	_	_	43	case	_	de
43	eh	eh	PRON	_	_	41	obl	_	
44	.	.	PUNCT	_	_	5	punct	_	.

# sent_id = aa_156
# text = Ta skeerey theayagh Steornavaie goaill stiagh baljyn beggey ennagh ry laue, as ta 12,000 cummaltee cummal ayn.
1	Ta	bee	VERB	_	Mood=Ind|Tense=Pres	0	root	_	Tá
2	skeerey	skeerey	NOUN	_	_	1	nsubj	_	paróiste
3	theayagh	theayagh	ADJ	_	_	2	amod	_	sibhialta
4	Steornavaie	Steornavaie	PROPN	_	_	2	nmod	_	Steòrnabhagh
5	goaill	goaill	NOUN	_	_	1	xcomp	_	gabháil
6	stiagh	stiagh	ADV	_	_	5	advmod	_	isteach
7	baljyn	balley	NOUN	_	_	5	obj	_	bailte
8	beggey	beg	ADJ	_	_	7	amod	_	beaga
9	ennagh	ennagh	ADJ	_	_	7	amod	_	éigin
10	ry	ry	ADP	_	_	11	case	_	in aice láimhe
11	laue	laue	NOUN	_	_	7	nmod	_	
12	,	,	PUNCT	_	_	14	punct	_	,
13	as	as	CCONJ	_	_	14	cc	_	agus
14	ta	bee	VERB	_	Mood=Ind|Tense=Pres	1	conj	_	tá
15	12,000	12,000	NUM	_	_	16	nummod	_	12,000
16	cummaltee	cummaltagh	NOUN	_	_	14	nsubj	_	áitritheoirí
17	cummal	cummal	NOUN	_	_	14	xcomp	_	ina gcónaí
18-19	ayn	_	_	_	_	_	_	_	
18	ayns	ayns	ADP	_	_	19	case	_	ann
19	eh	eh	PRON	_	_	17	obl	_	
20	.	.	PUNCT	_	_	1	punct	_	.

# sent_id = aa_157
# text = Ta mee geaishtagh yn çhiaghtin shoh.
# text_ga = Tá mé ag éisteacht an tseachtain seo.
1	Ta	bee	VERB	_	Mood=Ind|Tense=Pres	0	root	_	Tá
2	mee	mee	PRON	_	_	1	nsubj	_	mé
3	geaishtagh	eaishtagh	NOUN	_	_	1	xcomp	_	ag éisteacht
4	yn	yn	DET	_	_	5	det	_	an
5	çhiaghtin	shiaghtin	NOUN	_	_	3	obl:tmod	_	tseachtain
6	shoh	shoh	DET	_	_	5	det	_	seo
7	.	.	PUNCT	_	_	1	punct	_	.

# sent_id = aa_158
# text = Eisht hug mee lhiam seose princeyn Yudah er y voalley, as phoint mee daa heshaght vooar dy choyrt booise, yn derrey ayrn jeu hie gys y laue yesh er y voalley, lesh giat yn eoylley:
# text_ga = Thug mé faoi deara ansin do cheannairí Iúdá teacht ar bharr an bhalla, agus d'eagraigh mé dhá chór mhóra le buíochas a bhreith agus dul ar mhórshiúl. Ghabh an chéad cheann deiseal ar feadh bharr an bhalla i dtreo Geata an Aoiligh.
# text_en = Then I brought up the princes of Judah upon the wall, and appointed two great companies of them that gave thanks, whereof one went on the right hand upon the wall toward the dung gate:
1	Eisht	eisht	ADV	_	_	2	advmod	_	Ansin
2	hug	cur	VERB	_	Mood=Ind|Tense=Past	0	root	_	thug
3	mee	mee	PRON	_	_	2	nsubj	_	mé
4-5	lhiam	_	_	_	_	_	_	_	
4	lesh	lesh	ADP	_	_	5	case	_	liom
5	mee	mee	PRON	_	_	2	obl	_	
6	seose	seose	ADV	_	_	2	advmod	_	suas
7	princeyn	prince	NOUN	_	_	2	obj	_	prionsaí
8	Yudah	Judah	PROPN	_	_	7	nmod	_	Iúdá
9	er	er	ADP	_	_	11	case	_	ar
10	y	yn	DET	_	_	11	det	_	an
11	voalley	boalley	NOUN	_	_	2	obl	_	bhalla
12	,	,	PUNCT	_	_	14	punct	_	,
13	as	as	CCONJ	_	_	14	cc	_	agus
14	phoint	point	VERB	_	Mood=Ind|Tense=Past	2	conj	_	cheap
15	mee	mee	PRON	_	_	14	nsubj	_	mé
16	daa	daa	NUM	_	_	17	nummod	_	dá
17	heshaght	sheshaght	NOUN	_	_	14	obj	_	shlua
18	vooar	mooar	ADJ	_	_	17	amod	_	mór
19	dy	dy	ADP	_	_	20	case	_	le tabhairt
20	choyrt	coyrt	NOUN	_	_	17	xcomp	_	
21	booise	booise	NOUN	_	_	20	obj	_	buíochais
22	,	,	PUNCT	_	_	23	punct	_	,
23	yn	yn	DET	_	_	25	det	_	an
24	derrey	derrey	NUM	_	_	25	nummod	_	dara
25	ayrn	ayrn	NOUN	_	_	2	parataxis	_	cuid
26-27	jeu	_	_	_	_	_	_	_	
26	jeh	jeh	ADP	_	_	27	case	_	díobh
27	ad	ad	PRON	_	_	25	nmod	_	
28	hie	gow	VERB	_	Mood=Ind|Tense=Past	25	acl:relcl	_	a chuaigh
29	gys	gys	ADP	_	_	31	case	_	go dtí an
30	y	yn	DET	_	_	31	det	_	
31	laue	laue	NOUN	_	_	28	obl	_	lámh dheas
32	yesh	jesh	ADJ	_	_	31	amod	_	
33	er	er	ADP	_	_	35	case	_	ar
34	y	yn	DET	_	_	35	det	_	an
35	voalley	boalley	NOUN	_	_	28	obl	_	bhalla
36	,	,	PUNCT	_	_	38	punct	_	,
37	lesh	lesh	ADP	_	_	38	case	_	le
38	giat	giat	NOUN	_	_	28	obl	_	geata
39	yn	yn	DET	_	_	40	det	_	an
40	eoylley	eoylley	NOUN	_	_	38	nmod	_	aoiligh
41	:	:	PUNCT	_	_	2	punct	_	:

# sent_id = aa_159
# text = “Ghow yn graih eu urree toshiaght,” as y Marquise, “tra hrog shiu seose e bussal; saillym shiu dy hroggal my ghliooneen's.”
# text_ga = "Thosnaigh do chean uirthi siúd," arsa an banmharcas, "lena ciarsúir a phiocadh suas. Ba mhaith liom go bpiocfá suas mo ghairtéil."
# text_en = "Your passion for her," said the Marchioness, "commenced by picking up her handkerchief. I wish that you would pick up my garter."
# text_fr = Votre passion pour elle, dit la marquise, a commencé en ramassant son mouchoir; je veux que vous ramassiez ma jarretière.
1	“	“	PUNCT	_	_	2	punct	_	“
2	Ghow	gow	VERB	_	Mood=Ind|Tense=Past	0	root	_	Ghabh
3	yn	yn	DET	_	_	4	det	_	an
4	graih	graih	NOUN	_	_	2	nsubj	_	grá
5-6	eu	_	_	_	_	_	_	_	
5	ec	ec	ADP	_	_	6	case	_	agaibh
6	shiu	shiu	PRON	_	_	4	nmod	_	
7-8	urree	_	_	_	_	_	_	_	
7	er	er	ADP	_	_	8	case	_	uirthi
8	ee	ee	PRON	_	_	4	nmod	_	
9	toshiaght	toshiaght	NOUN	_	_	2	obj	_	tús
10	,	,	PUNCT	_	_	2	punct	_	,
11	”	”	PUNCT	_	_	2	punct	_	”
12	as	as	VERB	_	Mood=Ind|Tense=Past	2	parataxis	_	arsa
13	y	yn	DET	_	_	14	det	_	an
14	Marquise	Marquise	PROPN	_	_	12	nsubj	_	Marquise
15	,	,	PUNCT	_	_	18	punct	_	,
16	“	“	PUNCT	_	_	18	punct	_	“
17	tra	tra	SCONJ	_	_	18	mark	_	nuair a
18	hrog	trog	VERB	_	Mood=Ind|Tense=Past	2	advcl	_	thóg
19	shiu	shiu	PRON	_	_	18	nsubj	_	sibh
20	seose	seose	ADV	_	_	18	advmod	_	suas
21	e	e	DET	_	Gender=Masc|Number=Sing|Person=3|Poss=Yes	22	nmod:poss	_	a
22	bussal	bussal	NOUN	_	_	18	obj	_	ciarsúr
23	;	;	PUNCT	_	_	24	punct	_	;
24	saillym	saillym	VERB	_	Mood=Ind|Tense=Pres	18	parataxis	_	is mian liom
25	shiu	shiu	PRON	_	_	24	obj	_	sibh
26	dy	dy	ADP	_	_	27	case	_	le tógáil
27	hroggal	troggal	NOUN	_	_	24	xcomp	_	
28	my	my	DET	_	Number=Sing|Person=1|Poss=Yes	29	nmod:poss	_	má
29	ghliooneen's	gliooneen	NOUN	_	_	27	obj	_	ghliooneen's
30	.	.	PUNCT	_	_	24	punct	_	.
31	”	”	PUNCT	_	_	18	punct	_	”

# sent_id = aa_160
# text = Cha jean eh gee ny giu noadyr.
# text_ga = Ní íosfaidh sé agus ní ólfaidh sé.
# text_en = He will neither eat nor drink.
1	Cha	cha	PART	_	_	2	mark	_	Ní
2	jean	jean	VERB	_	Mood=Ind|Tense=Fut	0	root	_	dhéanfaidh
3	eh	eh	PRON	_	_	2	nsubj	_	sé
4	gee	ee	NOUN	_	_	2	xcomp	_	ag ithe
5	ny	ny	CCONJ	_	_	6	cc	_	ná
6	giu	iu	NOUN	_	_	4	conj	_	ól
7	noadyr	noadyr	ADV	_	_	2	advmod	_	ar chor ar bith
8	.	.	PUNCT	_	_	2	punct	_	.

# sent_id = aa_161
# text = Va lhieggan jeh'n Çhiart Vooar (Çhiart Vooar Nerin), soilshit magh 'sy vlein 1216, as eh cur Divlyn ayns ynnyd Lunnin as yn Agglish Yernagh ayns ynnyd Agglish Hostyn, as va Parlamaid Nerin bunnit 'sy vlein 1297.
# text_en = A version of Magna Carta (the Great Charter of Ireland), substituting Dublin for London and Irish Church for Church of England, was published in 1216 and the Parliament of Ireland was founded in 1297.
1	Va	bee	VERB	_	Mood=Ind|Tense=Past	0	root	_	Bhí
2	lhieggan	lhieggan	NOUN	_	_	1	nsubj	_	leagan
3-4	jeh'n	_	_	_	_	_	_	_	
3	jeh	jeh	ADP	_	_	5	case	_	den
4	yn	yn	DET	_	_	5	det	_	
5	Çhiart	kiart	NOUN	_	_	2	nmod	_	Chairt
6	Vooar	mooar	ADJ	_	_	5	amod	_	Mhór
7	(	(	PUNCT	_	_	8	punct	_	(
8	Çhiart	kiart	NOUN	_	_	5	appos	_	Cairt
9	Vooar	mooar	ADJ	_	_	8	amod	_	Mhór
10	Nerin	Nerin	PROPN	_	_	8	nmod	_	Éireann
11	)	)	PUNCT	_	_	8	punct	_	)
12	,	,	PUNCT	_	_	13	punct	_	,
13	soilshit	soilshit	ADJ	_	_	1	xcomp:pred	_	soilsithe
14	magh	magh	ADV	_	_	13	advmod	_	amach
15-16	'sy	_	_	_	_	_	_	_	
15	ayns	ayns	ADP	_	_	17	case	_	sa bhliain
16	yn	yn	DET	_	_	17	det	_	
17	vlein	blein	NOUN	_	_	13	obl:tmod	_	
18	1216	1216	NUM	_	_	17	appos	_	1216
19	,	,	PUNCT	_	_	21	punct	_	,
20	as	as	SCONJ	_	_	21	mark	_	agus
21	eh	eh	PRON	_	_	1	advcl	_	é
22	cur	cur	NOUN	_	_	21	xcomp	_	ag cur
23	Divlyn	Divlyn	PROPN	_	_	22	obj	_	Baile Átha Cliath
24	ayns	ayns	ADP	_	_	25	case	_	in ionad
25	ynnyd	ynnyd	NOUN	_	_	22	obl	_	
26	Lunnin	Lunnin	PROPN	_	_	25	nmod	_	Londain
27	as	as	CCONJ	_	_	29	cc	_	agus
28	yn	yn	DET	_	_	29	det	_	an
29	Agglish	agglish	NOUN	_	_	23	conj	_	Eaglais
30	Yernagh	Yernagh	ADJ	_	_	29	amod	_	Éireannach
31	ayns	ayns	ADP	_	_	32	case	_	in ionad
32	ynnyd	ynnyd	NOUN	_	_	22	obl	_	
33	Agglish	agglish	NOUN	_	_	32	nmod	_	Eaglais
34	Hostyn	Sostyn	PROPN	_	_	33	nmod	_	Shasana
35	,	,	PUNCT	_	_	37	punct	_	,
36	as	as	CCONJ	_	_	37	cc	_	agus
37	va	bee	VERB	_	Mood=Ind|Tense=Past	1	conj	_	bhí
38	Parlamaid	parlamaid	NOUN	_	_	37	nsubj	_	Parlaimint
39	Nerin	Nerin	PROPN	_	_	38	nmod	_	hÉireann
40	bunnit	bunnit	ADJ	_	_	37	xcomp:pred	_	bunaithe
41-42	'sy	_	_	_	_	_	_	_	
41	ayns	ayns	ADP	_	_	43	case	_	sa bhliain
42	yn	yn	DET	_	_	43	det	_	
43	vlein	blein	NOUN	_	_	40	obl:tmod	_	
44	1297	1297	NUM	_	_	43	appos	_	1297
45	.	.	PUNCT	_	_	1	punct	_	.

# sent_id = aa_162
# text = T'ad goaill orroo dy vel tushtey oc dy Yee; agh ayns nyn obbraghyn t'ad gobbal eh, feohdoil as mee-viallagh, as noi dy chooilley obbyr vie er nyn groghey.
# text_ga = Maíonn siad go bhfuil aithne acu ar Dhia ach bréagnaíonn siad é lena ngníomhartha mar is daoine gráiniúla ceanndána iad agus gan d'acmhainn iontu rud ar bith fónta a dhéanamh.
# text_en = They profess that they know God; but in works they deny him, being abominable, and disobedient, and unto every good work reprobate.
1-2	T'ad	_	_	_	_	_	_	_	
1	T'	bee	VERB	_	Mood=Ind|Tense=Pres	0	root	_	Tá siad
2	ad	ad	PRON	_	_	1	nsubj	_	
3	goaill	goaill	NOUN	_	_	1	xcomp	_	ag gabháil
4-5	orroo	_	_	_	_	_	_	_	
4	er	er	ADP	_	_	5	case	_	orthu
5	ad	ad	PRON	_	_	3	obl	_	
6	dy	dy	PART	_	_	7	mark	_	go bhfuil
7	vel	bee	VERB	_	Mood=Ind|Tense=Pres	3	ccomp	_	
8	tushtey	tushtey	NOUN	_	_	7	nsubj	_	tuiscint
9-10	oc	_	_	_	_	_	_	_	
9	ec	ec	ADP	_	_	10	case	_	acu
10	ad	ad	PRON	_	_	8	nmod	_	
11	dy	dy	ADP	_	_	12	case	_	dá
12	Yee	Jee	PROPN	_	_	8	nmod	_	nDia
13	;	;	PUNCT	_	_	18	punct	_	;
14	agh	agh	CCONJ	_	_	18	cc	_	ach
15	ayns	ayns	ADP	_	_	17	case	_	ina
16	nyn	nyn	DET	_	Number=Plur|Person=3|Poss=Yes	17	nmod:poss	_	
17	obbraghyn	obbyr	NOUN	_	_	18	obl	_	oibreacha
18-19	t'ad	_	_	_	_	_	_	_	
18	t'	bee	VERB	_	Mood=Ind|Tense=Pres	1	conj	_	atá siad
19	ad	ad	PRON	_	_	18	nsubj	_	
20	gobbal	obbal	NOUN	_	_	18	xcomp	_	ag diúltú
21	eh	eh	PRON	_	_	20	obj	_	é
22	,	,	PUNCT	_	_	23	punct	_	,
23	feohdoil	feohdoil	ADJ	_	_	20	conj	_	gráiniúil
24	as	as	CCONJ	_	_	25	cc	_	agus
25	mee-viallagh	mee-viallagh	ADJ	_	_	23	conj	_	ceannaircigh
26	,	,	PUNCT	_	_	35	punct	_	,
27	as	as	CCONJ	_	_	35	cc	_	agus
28	noi	noi	ADP	_	_	31	case	_	in aghaidh
29	dy	dy	DET	_	_	31	det	_	gach uile
30	chooilley	chooilley	DET	_	_	29	fixed	_	
31	obbyr	obbyr	NOUN	_	_	35	obl	_	obair
32	vie	mie	ADJ	_	_	31	amod	_	mhaith
33	er	er	ADP	_	_	35	case	_	á
34	nyn	nyn	DET	_	Number=Plur|Person=3|Poss=Yes	35	nmod:poss	_	
35	groghey	croghey	NOUN	_	_	20	conj	_	gcrochadh
36	.	.	PUNCT	_	_	1	punct	_	.

# sent_id = aa_163
# text = As hug eh er e chloan dy gholl trooid yn aile, ayns coan mac Hinnom: myrgeddin hug eh geill da traaghyn, as deiyr eh er obbeeys, as chliaghtee eh buitcheraght, as ren eh dellal rish spyrrydyn-faishnee, as rish fir-obbee: d'obbree eh shen ny va olk ayns shilley yn Chiarn, dy vrasnaghey eh gys corree.
# text_ga = Chuir sé iallach ar a chlann mhac gabháil tríd an tine i nGleann Bhein Hionnom. Chleacht sé fáistineacht, draíocht agus piseoga, agus phléigh sé le lucht asarlaíochta agus feasa. Rinne sé a lán eile oilc i bhfianaise an Tiarna, á ghriogadh chun feirge.
# text_en = And he caused his children to pass through the fire in the valley of the son of Hinnom: also he observed times, and used enchantments, and used witchcraft, and dealt with a familiar spirit, and with wizards: he wrought much evil in the sight of the LORD, to provoke him to anger.
1	As	as	CCONJ	_	_	2	cc	_	Agus
2	hug	cur	VERB	_	Mood=Ind|Tense=Past	0	root	_	chuir
3	eh	eh	PRON	_	_	2	nsubj	_	sé
4	er	er	ADP	_	_	6	case	_	ar
5	e	e	DET	_	Gender=Masc|Number=Sing|Person=3|Poss=Yes	6	nmod:poss	_	a
6	chloan	cloan	NOUN	_	_	2	obl	_	chlann
7	dy	dy	ADP	_	_	8	case	_	le dul
8	gholl	goll	NOUN	_	_	2	xcomp	_	
9	trooid	trooid	ADP	_	_	11	case	_	tríd
10	yn	yn	DET	_	_	11	det	_	an
11	aile	aile	NOUN	_	_	8	obl	_	tine
12	,	,	PUNCT	_	_	14	punct	_	,
13	ayns	ayns	ADP	_	_	14	case	_	i
14	coan	coan	NOUN	_	_	8	obl	_	gleann
15	mac	mac	NOUN	_	_	14	nmod	_	mac
16	Hinnom	Hinnom	PROPN	_	_	15	nmod	_	Hionnom
17	:	:	PUNCT	_	_	19	punct	_	:
18	myrgeddin	myrgeddin	ADV	_	_	19	advmod	_	freisin
19	hug	cur	VERB	_	Mood=Ind|Tense=Past	2	parataxis	_	thug
20	eh	eh	PRON	_	_	19	nsubj	_	sé
21	geill	geill	NOUN	_	_	19	obj	_	aire
22	da	da	ADP	_	_	23	case	_	dó
23	traaghyn	traa	NOUN	_	_	19	obl	_	amanna
24	,	,	PUNCT	_	_	26	punct	_	,
25	as	as	CCONJ	_	_	26	cc	_	agus
26	deiyr	eiyr	VERB	_	Mood=Ind|Tense=Past	19	conj	_	lean
27	eh	eh	PRON	_	_	26	nsubj	_	sé
28	er	er	ADP	_	_	29	case	_	ar
29	obbeeys	obbeeys	NOUN	_	_	26	obl	_	draíocht
30	,	,	PUNCT	_	_	32	punct	_	,
31	as	as	CCONJ	_	_	32	cc	_	agus
32	chliaghtee	cliaghtee	VERB	_	Mood=Ind|Tense=Past	19	conj	_	d'úsáid
33	eh	eh	PRON	_	_	32	nsubj	_	sé
34	buitcheraght	buitcheraght	NOUN	_	_	32	obj	_	asarlaíocht
35	,	,	PUNCT	_	_	37	punct	_	,
36	as	as	CCONJ	_	_	37	cc	_	agus
37	ren	jean	VERB	_	Mood=Ind|Tense=Past	19	conj	_	rinne
38	eh	eh	PRON	_	_	37	nsubj	_	sé
39	dellal	dellal	NOUN	_	_	37	xcomp	_	déileáil
40	rish	rish	ADP	_	_	41	case	_	le
41	spyrrydyn-faishnee	spyrryd-faishnee	NOUN	_	_	39	obl	_	spyrrydyn-faishnee
42	,	,	PUNCT	_	_	45	punct	_	,
43	as	as	CCONJ	_	_	45	cc	_	agus
44	rish	rish	ADP	_	_	45	case	_	le
45	fir-obbee	fer-obbee	NOUN	_	_	41	conj	_	draíodóirí
46	:	:	PUNCT	_	_	47	punct	_	:
47	d'obbree	obbree	VERB	_	Mood=Ind|Tense=Past	2	parataxis	_	d'oibrigh
48	eh	eh	PRON	_	_	47	nsubj	_	sé
49	shen	shen	PRON	_	_	47	obj	_	sin
50	ny	ny	PART	_	_	51	mark	_	a bhí
51	va	bee	VERB	_	Mood=Ind|Tense=Past	49	acl:relcl	_	
52	olk	olk	ADJ	_	_	51	xcomp:pred	_	olc
53	ayns	ayns	ADP	_	_	54	case	_	i bhfianaise
54	shilley	shilley	NOUN	_	_	52	obl	_	
55	yn	yn	DET	_	_	56	det	_	an
56	Chiarn	chiarn	NOUN	_	_	54	nmod	_	Tiarna
57	,	,	PUNCT	_	_	59	punct	_	,
58	dy	dy	ADP	_	_	59	case	_	de
59	vrasnaghey	brasnaghey	NOUN	_	_	47	xcomp	_	bhrostú
60	eh	eh	PRON	_	_	59	obj	_	sé
61	gys	gys	ADP	_	_	62	case	_	go
62	corree	corree	NOUN	_	_	59	obl	_	fearg
63	.	.	PUNCT	_	_	2	punct	_	.

# sent_id = aa_164
# text = Foddee dy row eh Eairkag, agh cha nel shin shickyr mychione shen.
# text_ga = B'fhéidir gur earc é, ach nílimid cinnte faoi sin.
1	Foddee	fod	VERB	_	Mood=Ind|Tense=Fut	0	root	_	D'fhéadfaí
2	dy	dy	PART	_	_	3	mark	_	go raibh
3	row	bee	VERB	_	Mood=Ind|Tense=Past	1	ccomp	_	
4	eh	eh	PRON	_	_	3	nsubj	_	sé
5	Eairkag	eairkag	NOUN	_	_	3	xcomp:pred	_	ina Earc
6	,	,	PUNCT	_	_	9	punct	_	,
7	agh	agh	CCONJ	_	_	9	cc	_	ach
8	cha	cha	PART	_	_	9	mark	_	nílimid
9	nel	bee	VERB	_	Mood=Ind|Tense=Pres	1	conj	_	
10	shin	shin	PRON	_	_	9	nsubj	_	
11	shickyr	shickyr	ADJ	_	_	9	xcomp:pred	_	cinnte
12	mychione	mychione	ADP	_	_	13	case	_	faoi
13	shen	shen	PRON	_	_	11	obl	_	sin
14	.	.	PUNCT	_	_	1	punct	_	.

# sent_id = aa_165
# text = Cur aigh vie orrym, chaarjyn Ghaeil!
1	Cur	cur	VERB	_	Mood=Imp|Number=Sing|Person=2	0	root	_	Cur
2	aigh	aigh	NOUN	_	_	1	obj	_	ádh mór
3	vie	mie	ADJ	_	_	2	amod	_	
4-5	orrym	_	_	_	_	_	_	_	
4	er	er	ADP	_	_	5	case	_	orm
5	mee	mee	PRON	_	_	1	obl	_	
6	,	,	PUNCT	_	_	7	punct	_	,
7	chaarjyn	carrey	NOUN	_	_	1	vocative	_	chairde
8	Ghaeil	Gael	PROPN	_	_	7	nmod	_	Ghaeil
9	!	!	PUNCT	_	_	1	punct	_	!

# sent_id = aa_166
# text = Son ta ooilley er nyn son hene, cha nee son ny reddyn ta bentyn rish Yeesey Creest.
# text_ga = Mar is iad a gcúrsaí féin agus ní hiad cúrsaí Íosa Críost is cás le is an gcuid eile ar fad.
# text_en = For all seek their own, not the things which are Jesus Christ's.
1	Son	son	SCONJ	_	_	2	mark	_	Óir tá
2	ta	bee	VERB	_	Mood=Ind|Tense=Pres	0	root	_	
3	ooilley	ooilley	NOUN	_	_	2	nsubj	_	hiomlán
4	er	er	ADP	_	_	6	case	_	ar a son
